run,bioproject,biosample,isoniazid,rifampicin,ethambutol,pyrazinamide,amikacin,capreomycin,kanamycin,moxifloxacin,levofloxacin
ERR7911096,PRJEB48275,SAMEA10030334,R,R,S,R,S,S,S,R,R
ERR7911097,PRJEB48275,SAMEA10030335,R,R,S,S,S,S,S,S,S
ERR7911218,PRJEB48275,SAMEA10030336,R,R,R,R,S,S,S,R,R
ERR7911098,PRJEB48275,SAMEA10030337,,,S,S,S,S,S,S,S
ERR7911219,PRJEB48275,SAMEA10030338,R,R,S,S,S,S,R,R,S
ERR7911220,PRJEB48275,SAMEA10030339,R,R,,R,S,S,S,S,S
ERR7911099,PRJEB48275,SAMEA10030340,R,R,R,S,S,S,R,S,S
ERR7911100,PRJEB48275,SAMEA10030341,R,R,R,S,S,S,R,S,S
ERR7911221,PRJEB48275,SAMEA10030342,R,R,R,S,S,S,S,S,S
ERR7911222,PRJEB48275,SAMEA10030343,R,R,R,R,S,S,R,S,S
ERR7911223,PRJEB48275,SAMEA10030344,R,R,S,S,S,S,R,S,S
ERR7911224,PRJEB48275,SAMEA10030345,S,R,S,S,S,S,S,S,S
ERR7911225,PRJEB48275,SAMEA10030346,R,R,S,S,S,S,R,S,S
ERR7912724,PRJEB48275,SAMEA10030347,R,R,S,S,S,S,R,S,S
ERR7912725,PRJEB48275,SAMEA10030347,R,R,S,S,S,S,R,S,S
ERR7911226,PRJEB48275,SAMEA10030348,R,R,R,R,S,S,R,R,S
ERR7911227,PRJEB48275,SAMEA10030349,R,R,R,S,S,S,R,S,S
ERR7911228,PRJEB48275,SAMEA10030350,R,R,R,R,S,S,R,S,S
ERR7911229,PRJEB48275,SAMEA10030351,R,S,S,S,S,S,R,S,S
ERR7911230,PRJEB48275,SAMEA10030352,R,R,S,S,S,S,R,S,S
ERR7911231,PRJEB48275,SAMEA10030353,R,R,S,S,S,S,R,S,S
ERR7911232,PRJEB48275,SAMEA10030354,R,R,R,S,S,S,R,S,S
ERR7911233,PRJEB48275,SAMEA10030355,R,R,S,S,S,S,S,S,S
ERR7911234,PRJEB48275,SAMEA10030356,R,R,S,S,S,S,R,S,S
ERR7911235,PRJEB48275,SAMEA10030357,R,R,R,R,S,S,R,S,S
ERR7911236,PRJEB48275,SAMEA10030358,R,R,R,S,S,S,R,S,S
ERR7911237,PRJEB48275,SAMEA10030359,R,R,S,S,S,S,R,S,S
ERR7911238,PRJEB48275,SAMEA10030360,R,R,S,S,S,S,R,S,S
ERR7911239,PRJEB48275,SAMEA10030361,R,R,R,S,S,S,R,S,S
ERR7911240,PRJEB48275,SAMEA10030362,R,R,S,S,S,S,R,S,S
ERR7911241,PRJEB48275,SAMEA10030363,R,S,S,S,S,S,S,S,S
ERR7911242,PRJEB48275,SAMEA10030364,R,R,S,S,S,S,S,S,S
ERR7911243,PRJEB48275,SAMEA10030365,R,R,S,S,S,S,R,S,S
ERR7911244,PRJEB48275,SAMEA10030366,R,R,R,R,S,S,R,S,S
ERR7911245,PRJEB48275,SAMEA10030367,R,R,S,R,S,S,R,S,S
ERR7911246,PRJEB48275,SAMEA10030368,R,R,R,R,R,R,R,S,S
ERR7911247,PRJEB48275,SAMEA10030369,R,R,S,S,S,S,R,S,S
ERR7911248,PRJEB48275,SAMEA10030370,R,R,R,S,R,S,R,S,S
ERR7911249,PRJEB48275,SAMEA10030371,R,R,R,S,S,S,R,S,S
ERR7911250,PRJEB48275,SAMEA10030372,R,R,R,S,S,S,R,S,S
ERR7911251,PRJEB48275,SAMEA10030373,R,R,S,S,S,S,S,S,S
ERR7910951,PRJEB48275,SAMEA10030374,R,R,,S,S,S,S,S,S
ERR7911252,PRJEB48275,SAMEA10030375,R,R,R,R,S,S,R,S,S
ERR7911253,PRJEB48275,SAMEA10030376,R,R,R,R,S,S,S,S,S
ERR7911254,PRJEB48275,SAMEA10030377,R,R,S,S,S,S,S,S,S
ERR7911255,PRJEB48275,SAMEA10030378,R,R,S,S,S,S,R,S,S
ERR7911256,PRJEB48275,SAMEA10030379,R,R,R,S,S,S,R,S,S
ERR7911257,PRJEB48275,SAMEA10030380,R,R,S,R,S,S,S,S,S
ERR7911258,PRJEB48275,SAMEA10030381,R,R,S,S,S,S,R,S,S
ERR7911259,PRJEB48275,SAMEA10030382,R,R,S,R,S,S,R,S,S
ERR7911260,PRJEB48275,SAMEA10030383,R,R,S,R,S,S,R,S,S
ERR7911261,PRJEB48275,SAMEA10030384,R,R,R,S,S,S,S,S,S
ERR7911262,PRJEB48275,SAMEA10030385,R,R,R,R,S,S,R,S,S
ERR7911263,PRJEB48275,SAMEA10030386,R,R,S,S,S,S,R,S,S
ERR7911264,PRJEB48275,SAMEA10030387,R,R,R,S,S,S,R,S,S
ERR7910952,PRJEB48275,SAMEA10030388,R,R,S,S,S,S,R,S,S
ERR7911265,PRJEB48275,SAMEA10030389,R,R,R,R,S,S,R,S,S
ERR7911266,PRJEB48275,SAMEA10030390,R,R,R,R,S,S,R,S,S
ERR7911267,PRJEB48275,SAMEA10030391,R,R,S,S,S,S,R,S,S
ERR7910953,PRJEB48275,SAMEA10030392,R,R,S,S,S,S,R,S,S
ERR7911268,PRJEB48275,SAMEA10030393,R,R,S,S,S,S,R,S,S
ERR7911269,PRJEB48275,SAMEA10030394,R,R,S,S,S,S,R,S,S
ERR7911270,PRJEB48275,SAMEA10030395,R,R,R,R,S,S,S,S,S
ERR7911271,PRJEB48275,SAMEA10030396,R,R,R,R,S,S,S,S,S
ERR7911272,PRJEB48275,SAMEA10030397,R,R,S,S,S,S,R,S,S
ERR7911273,PRJEB48275,SAMEA10030398,S,R,S,S,S,S,S,S,S
ERR7910954,PRJEB48275,SAMEA10030399,R,R,S,S,S,S,R,S,S
ERR7910955,PRJEB48275,SAMEA10030400,R,R,R,R,S,S,R,S,S
ERR7910956,PRJEB48275,SAMEA10030401,R,R,S,R,S,S,S,S,S
ERR7910957,PRJEB48275,SAMEA10030402,R,R,,S,S,S,R,S,S
ERR7910958,PRJEB48275,SAMEA10030403,R,R,S,R,S,S,S,S,S
ERR7910959,PRJEB48275,SAMEA10030404,S,R,S,S,S,S,S,S,S
ERR7910960,PRJEB48275,SAMEA10030405,R,R,R,S,R,R,R,S,S
ERR7910961,PRJEB48275,SAMEA10030406,R,R,R,S,S,S,S,S,S
ERR7910962,PRJEB48275,SAMEA10030407,R,R,S,R,S,S,S,S,S
ERR7910963,PRJEB48275,SAMEA10030408,R,R,R,S,S,S,S,S,S
ERR7910964,PRJEB48275,SAMEA10030409,R,R,R,S,S,S,S,S,S
ERR7910965,PRJEB48275,SAMEA10030410,R,R,S,R,S,S,R,S,S
ERR7910966,PRJEB48275,SAMEA10030411,R,R,R,S,S,S,S,S,S
ERR7910967,PRJEB48275,SAMEA10030412,S,S,S,S,S,S,S,S,S
ERR7910968,PRJEB48275,SAMEA10030413,R,R,R,S,S,S,S,S,S
ERR7910969,PRJEB48275,SAMEA10030414,S,S,S,S,S,S,S,S,S
ERR7910970,PRJEB48275,SAMEA10030415,R,R,R,S,S,S,R,S,S
ERR7910971,PRJEB48275,SAMEA10030416,R,R,R,R,S,S,S,S,S
ERR7910972,PRJEB48275,SAMEA10030417,R,R,S,R,S,S,S,S,S
ERR7910973,PRJEB48275,SAMEA10030418,R,R,R,S,S,S,R,S,S
ERR7910974,PRJEB48275,SAMEA10030419,R,R,S,S,S,S,R,S,S
ERR7910975,PRJEB48275,SAMEA10030420,R,R,S,R,S,S,S,R,R
ERR7910976,PRJEB48275,SAMEA10030421,R,R,R,S,S,S,S,S,S
ERR7910977,PRJEB48275,SAMEA10030422,R,R,R,,S,S,R,S,S
ERR7910978,PRJEB48275,SAMEA10030423,R,R,S,S,S,S,S,S,S
ERR7910979,PRJEB48275,SAMEA10030424,R,R,S,R,S,S,S,S,S
ERR7910980,PRJEB48275,SAMEA10030425,R,R,R,R,S,S,S,S,S
ERR7910981,PRJEB48275,SAMEA10030426,R,R,S,S,S,S,R,S,S
ERR7911526,PRJEB48275,SAMEA10030427,R,R,S,,R,,R,R,
ERR7911527,PRJEB48275,SAMEA10030428,R,R,S,,S,,S,R,
ERR7911528,PRJEB48275,SAMEA10030429,R,R,S,,R,,R,R,
ERR7911529,PRJEB48275,SAMEA10030430,R,R,S,,R,,R,R,
ERR7911530,PRJEB48275,SAMEA10030431,S,S,S,,S,,S,S,
ERR7911531,PRJEB48275,SAMEA10030432,R,R,S,,R,,R,R,
ERR7911532,PRJEB48275,SAMEA10030433,R,R,R,,R,,R,R,
ERR7911533,PRJEB48275,SAMEA10030434,R,R,S,,S,,S,R,
ERR7911534,PRJEB48275,SAMEA10030435,R,R,S,,R,,R,R,
ERR7911535,PRJEB48275,SAMEA10030436,R,R,R,,S,,S,R,
ERR7911536,PRJEB48275,SAMEA10030437,R,R,S,,S,,S,S,
ERR7911537,PRJEB48275,SAMEA10030438,R,R,R,,R,,R,R,
ERR7911538,PRJEB48275,SAMEA10030439,R,S,S,,R,,R,R,
ERR7911539,PRJEB48275,SAMEA10030440,R,R,R,,R,,R,R,
ERR7911540,PRJEB48275,SAMEA10030441,R,R,S,,R,,R,R,
ERR7911542,PRJEB48275,SAMEA10030442,R,R,S,,R,,R,S,
ERR7911543,PRJEB48275,SAMEA10030443,R,R,S,,R,,R,R,
ERR7911544,PRJEB48275,SAMEA10030444,R,R,R,,R,,R,S,
ERR7911545,PRJEB48275,SAMEA10030445,R,R,S,,R,,R,R,
ERR7911546,PRJEB48275,SAMEA10030446,R,R,R,,R,,R,R,
ERR7911547,PRJEB48275,SAMEA10030447,R,R,S,,R,,R,S,
ERR7911548,PRJEB48275,SAMEA10030448,R,R,S,,R,,R,R,
ERR7911549,PRJEB48275,SAMEA10030449,R,R,R,,R,,R,R,
ERR7911550,PRJEB48275,SAMEA10030450,R,R,S,,R,,R,S,
ERR7911551,PRJEB48275,SAMEA10030451,R,R,S,,R,,R,R,
ERR7911552,PRJEB48275,SAMEA10030452,R,R,S,,R,,R,R,
ERR7911553,PRJEB48275,SAMEA10030453,R,R,S,,R,,R,R,
ERR7911554,PRJEB48275,SAMEA10030454,R,R,S,,R,,R,R,
ERR7911555,PRJEB48275,SAMEA10030455,R,R,S,,S,,S,R,
ERR7911556,PRJEB48275,SAMEA10030456,R,R,S,,R,,R,R,
ERR7911557,PRJEB48275,SAMEA10030457,R,R,S,,R,,R,S,
ERR7911559,PRJEB48275,SAMEA10030459,R,R,S,,R,,R,R,
ERR7911560,PRJEB48275,SAMEA10030460,R,R,R,,R,,R,R,
ERR7911562,PRJEB48275,SAMEA10030461,R,R,S,,R,,R,R,
ERR7911563,PRJEB48275,SAMEA10030462,R,R,S,,S,,S,R,
ERR7911564,PRJEB48275,SAMEA10030463,R,R,S,,R,,R,R,
ERR7911565,PRJEB48275,SAMEA10030464,R,R,S,,R,,R,R,
ERR7911566,PRJEB48275,SAMEA10030465,R,R,R,,R,,R,R,
ERR7911567,PRJEB48275,SAMEA10030466,R,R,R,,R,,R,S,
ERR7911568,PRJEB48275,SAMEA10030467,R,R,S,,R,,R,R,
ERR7911569,PRJEB48275,SAMEA10030468,R,R,S,,R,,R,R,
ERR7911570,PRJEB48275,SAMEA10030469,R,S,S,,R,,R,R,
ERR7911571,PRJEB48275,SAMEA10030470,R,R,S,,S,,S,S,
ERR7911572,PRJEB48275,SAMEA10030471,R,R,S,,R,,R,R,
ERR7911573,PRJEB48275,SAMEA10030472,R,R,S,,R,,R,R,
ERR7911574,PRJEB48275,SAMEA10030473,R,R,S,,R,,R,S,
ERR7911575,PRJEB48275,SAMEA10030474,R,S,S,,R,,R,R,
ERR7911576,PRJEB48275,SAMEA10030475,R,S,S,,R,,R,R,
ERR7911577,PRJEB48275,SAMEA10030476,R,R,S,,R,,R,R,
ERR7911578,PRJEB48275,SAMEA10030477,R,R,S,,S,,S,S,
ERR7911579,PRJEB48275,SAMEA10030478,R,R,S,,S,,S,S,
ERR7911580,PRJEB48275,SAMEA10030479,S,R,S,,R,,R,R,
ERR7911581,PRJEB48275,SAMEA10030480,R,R,S,,R,,R,R,
ERR7911582,PRJEB48275,SAMEA10030481,R,R,S,,R,,R,S,
ERR7911583,PRJEB48275,SAMEA10030482,R,R,R,,R,,R,S,S
ERR7911584,PRJEB48275,SAMEA10030483,R,R,S,,R,,R,R,
ERR7911585,PRJEB48275,SAMEA10030484,R,R,R,,R,,R,S,
ERR7911586,PRJEB48275,SAMEA10030485,R,R,S,,R,,R,R,
ERR7911587,PRJEB48275,SAMEA10030486,R,R,S,,R,,R,R,
ERR7911524,PRJEB48275,SAMEA10030487,S,S,S,,S,,S,S,
ERR7911588,PRJEB48275,SAMEA10030488,R,R,S,,R,,R,R,
ERR7911589,PRJEB48275,SAMEA10030489,R,R,S,,R,,R,R,R
ERR7911590,PRJEB48275,SAMEA10030490,R,R,S,,S,,S,R,S
ERR7911591,PRJEB48275,SAMEA10030491,R,R,S,,R,,R,R,
ERR7911592,PRJEB48275,SAMEA10030492,R,R,S,,R,,R,R,R
ERR7911593,PRJEB48275,SAMEA10030493,R,R,R,,R,,R,R,S
ERR7911594,PRJEB48275,SAMEA10030494,R,R,R,,R,,R,R,R
ERR7911595,PRJEB48275,SAMEA10030495,R,R,S,,R,,R,R,R
ERR7911596,PRJEB48275,SAMEA10030496,R,R,R,,S,,S,S,S
ERR7911597,PRJEB48275,SAMEA10030497,R,R,S,,S,,S,S,
ERR7911598,PRJEB48275,SAMEA10030498,R,R,R,,R,,R,R,R
ERR7911599,PRJEB48275,SAMEA10030499,R,R,R,,R,,R,R,R
ERR7911600,PRJEB48275,SAMEA10030500,R,R,S,,R,,R,R,
ERR7911601,PRJEB48275,SAMEA10030501,R,R,R,,R,,R,R,R
ERR7911602,PRJEB48275,SAMEA10030502,R,R,R,,R,,R,R,R
ERR7911603,PRJEB48275,SAMEA10030503,R,R,R,,R,,R,R,R
ERR7911604,PRJEB48275,SAMEA10030504,R,R,S,,R,,R,R,
ERR7911605,PRJEB48275,SAMEA10030505,R,R,S,,R,,R,R,R
ERR7911606,PRJEB48275,SAMEA10030506,R,S,S,,R,,R,R,R
ERR7911607,PRJEB48275,SAMEA10030507,R,R,R,,R,,R,R,R
ERR7911608,PRJEB48275,SAMEA10030508,R,R,R,,R,,R,R,R
ERR7911609,PRJEB48275,SAMEA10030509,R,R,R,,R,,R,R,S
ERR7911610,PRJEB48275,SAMEA10030510,R,R,S,,S,,S,R,R
ERR7911611,PRJEB48275,SAMEA10030511,R,R,R,,R,,R,R,
ERR7911612,PRJEB48275,SAMEA10030512,R,R,R,,S,,S,R,R
ERR7911613,PRJEB48275,SAMEA10030513,R,R,R,,R,,R,R,R
ERR7911614,PRJEB48275,SAMEA10030514,R,R,S,,R,,R,R,R
ERR7911615,PRJEB48275,SAMEA10030515,R,R,S,,R,,R,R,
ERR7911616,PRJEB48275,SAMEA10030516,R,R,R,,R,,R,R,R
ERR7911617,PRJEB48275,SAMEA10030517,R,R,R,,R,,R,R,R
ERR7911618,PRJEB48275,SAMEA10030518,R,R,R,,R,,R,R,
ERR7911619,PRJEB48275,SAMEA10030519,R,R,S,,R,,R,S,
ERR7911620,PRJEB48275,SAMEA10030520,R,R,R,,R,,R,R,
ERR7911622,PRJEB48275,SAMEA10030521,R,R,S,,R,,R,R,
ERR7911623,PRJEB48275,SAMEA10030522,R,R,S,,S,,S,R,R
ERR7911624,PRJEB48275,SAMEA10030523,S,S,S,,S,,S,S,
ERR7911625,PRJEB48275,SAMEA10030524,R,R,S,,R,,R,S,
ERR7911626,PRJEB48275,SAMEA10030525,R,R,R,,R,,R,R,S
ERR7911627,PRJEB48275,SAMEA10030526,R,R,R,,R,,R,R,R
ERR7911628,PRJEB48275,SAMEA10030527,R,R,R,,R,,R,S,
ERR7911629,PRJEB48275,SAMEA10030528,R,R,S,,R,,R,R,
ERR7911630,PRJEB48275,SAMEA10030529,R,R,S,,R,,R,R,
ERR7911631,PRJEB48275,SAMEA10030530,R,R,S,,R,,R,R,
ERR7911632,PRJEB48275,SAMEA10030531,R,R,S,,R,,R,R,
ERR7911633,PRJEB48275,SAMEA10030532,R,R,S,,R,,R,R,
ERR7911634,PRJEB48275,SAMEA10030533,R,R,R,,S,,S,R,R
ERR7911635,PRJEB48275,SAMEA10030534,R,R,R,,R,,R,R,R
ERR7911636,PRJEB48275,SAMEA10030535,R,R,R,,R,,R,R,R
ERR7911637,PRJEB48275,SAMEA10030536,R,R,R,,R,,R,R,R
ERR7911638,PRJEB48275,SAMEA10030537,R,R,R,,R,,R,R,
ERR7911639,PRJEB48275,SAMEA10030538,R,R,R,,R,,R,R,R
ERR7911640,PRJEB48275,SAMEA10030539,R,R,R,,R,,R,R,R
ERR7911642,PRJEB48275,SAMEA10030540,R,R,S,,R,,R,R,
ERR7911643,PRJEB48275,SAMEA10030541,R,R,R,,R,,R,R,R
ERR7911644,PRJEB48275,SAMEA10030542,R,R,R,,R,,R,R,R
ERR7911645,PRJEB48275,SAMEA10030543,R,R,R,,R,,R,R,R
ERR7911646,PRJEB48275,SAMEA10030544,R,R,S,,R,,R,R,R
ERR7911647,PRJEB48275,SAMEA10030545,R,R,R,,S,,S,R,R
ERR7911648,PRJEB48275,SAMEA10030546,R,R,R,,R,,R,S,S
ERR7911649,PRJEB48275,SAMEA10030547,R,R,S,,S,,S,S,S
ERR7911650,PRJEB48275,SAMEA10030548,R,R,R,,R,,R,R,
ERR7911651,PRJEB48275,SAMEA10030549,R,R,S,,R,,R,R,R
ERR7911652,PRJEB48275,SAMEA10030550,R,R,R,,R,,R,R,
ERR7911653,PRJEB48275,SAMEA10030551,R,R,S,,R,,R,R,
ERR7911654,PRJEB48275,SAMEA10030552,R,R,S,,R,,R,R,R
ERR7911655,PRJEB48275,SAMEA10030553,R,R,S,,R,,R,R,R
ERR7911656,PRJEB48275,SAMEA10030554,R,R,S,,R,,R,S,S
ERR7911657,PRJEB48275,SAMEA10030555,R,R,R,,R,,R,R,S
ERR7911658,PRJEB48275,SAMEA10030556,R,R,S,,R,,R,R,R
ERR7911659,PRJEB48275,SAMEA10030557,R,R,S,,R,,R,R,R
ERR7911660,PRJEB48275,SAMEA10030558,R,R,S,,S,,R,R,R
ERR7911661,PRJEB48275,SAMEA10030559,R,R,S,,R,,R,R,R
ERR7911663,PRJEB48275,SAMEA10030560,R,R,R,,S,,S,R,R
ERR7911664,PRJEB48275,SAMEA10030561,R,R,S,,R,,R,R,
ERR7911665,PRJEB48275,SAMEA10030562,R,R,R,,R,,R,S,S
ERR7911666,PRJEB48275,SAMEA10030563,R,R,R,,R,,R,R,R
ERR7911667,PRJEB48275,SAMEA10030564,R,R,R,,R,,R,R,R
ERR7911668,PRJEB48275,SAMEA10030565,R,R,S,,R,,R,R,R
ERR7911669,PRJEB48275,SAMEA10030566,R,R,R,,R,,R,R,R
ERR7911670,PRJEB48275,SAMEA10030567,R,S,S,,R,,R,R,
ERR7911672,PRJEB48275,SAMEA10030568,R,R,R,,S,,S,R,R
ERR7911673,PRJEB48275,SAMEA10030569,R,R,R,,S,,S,R,R
ERR7911674,PRJEB48275,SAMEA10030570,R,R,R,,R,,R,R,R
ERR7911675,PRJEB48275,SAMEA10030571,R,R,R,,S,,S,R,S
ERR7911676,PRJEB48275,SAMEA10030572,R,R,R,,R,,R,R,R
ERR7911677,PRJEB48275,SAMEA10030573,R,R,R,,R,,R,R,R
ERR7911678,PRJEB48275,SAMEA10030574,R,R,R,,R,,R,R,R
ERR7911679,PRJEB48275,SAMEA10030575,R,R,S,,R,,R,R,R
ERR7911680,PRJEB48275,SAMEA10030576,R,R,S,,S,,S,S,S
ERR7911682,PRJEB48275,SAMEA10030577,R,R,R,,S,,S,R,
ERR7911683,PRJEB48275,SAMEA10030578,R,R,R,,R,,R,R,
ERR7911684,PRJEB48275,SAMEA10030579,R,R,S,,R,,R,R,
ERR7911685,PRJEB48275,SAMEA10030580,R,R,R,,R,,R,R,
ERR7911686,PRJEB48275,SAMEA10030581,R,R,R,,S,,S,S,
ERR7911687,PRJEB48275,SAMEA10030582,R,R,R,,R,,R,R,R
ERR7911688,PRJEB48275,SAMEA10030583,R,R,S,,R,,R,R,R
ERR7911689,PRJEB48275,SAMEA10030584,R,R,R,,R,,R,R,
ERR7911691,PRJEB48275,SAMEA10030585,R,R,R,,R,,R,S,S
ERR7911692,PRJEB48275,SAMEA10030586,R,R,R,,R,,R,R,R
ERR7911693,PRJEB48275,SAMEA10030587,R,R,R,,R,,R,R,S
ERR7911694,PRJEB48275,SAMEA10030588,R,R,R,,R,,R,R,
ERR7911695,PRJEB48275,SAMEA10030589,R,R,R,,R,,R,R,
ERR7911696,PRJEB48275,SAMEA10030590,R,R,R,,R,,R,R,
ERR7911697,PRJEB48275,SAMEA10030591,R,R,R,,R,,R,S,
ERR7911698,PRJEB48275,SAMEA10030592,R,R,R,,R,,R,R,
ERR7911699,PRJEB48275,SAMEA10030593,R,R,S,,S,,S,R,
ERR7911700,PRJEB48275,SAMEA10030594,R,R,R,,R,,R,S,
ERR7911701,PRJEB48275,SAMEA10030595,R,R,R,,R,,R,R,
ERR7911702,PRJEB48275,SAMEA10030597,R,R,R,,R,,R,R,
ERR7911703,PRJEB48275,SAMEA10030598,R,R,R,,R,,R,R,
ERR7911704,PRJEB48275,SAMEA10030599,R,S,S,,R,,R,R,
ERR7911705,PRJEB48275,SAMEA10030600,R,R,R,,S,,S,R,
ERR7911706,PRJEB48275,SAMEA10030601,R,R,R,,R,,S,S,
ERR7911707,PRJEB48275,SAMEA10030602,R,R,R,,R,,R,R,
ERR7911708,PRJEB48275,SAMEA10030603,R,R,S,,R,,R,R,
ERR7911460,PRJEB48275,SAMEA10030604,S,S,S,,S,,S,S,
ERR7911716,PRJEB48275,SAMEA10030605,S,S,S,,S,,S,S,
ERR7911541,PRJEB48275,SAMEA10030606,S,S,S,,S,,S,S,
ERR7911523,PRJEB48275,SAMEA10030607,S,S,S,,S,,S,S,
ERR7911759,PRJEB48275,SAMEA10030608,S,S,S,,S,,S,S,
ERR7911756,PRJEB48275,SAMEA10030609,S,S,S,,S,,S,S,
ERR7911470,PRJEB48275,SAMEA10030610,S,S,S,,S,,S,S,
ERR7911671,PRJEB48275,SAMEA10030611,S,S,S,,S,,S,S,
ERR7911754,PRJEB48275,SAMEA10030612,S,S,S,,S,,S,S,
ERR7911465,PRJEB48275,SAMEA10030613,S,S,S,,S,,S,S,
ERR7911761,PRJEB48275,SAMEA10030614,S,S,S,,S,,S,S,
ERR7911641,PRJEB48275,SAMEA10030615,S,S,S,,S,,S,S,
ERR7911561,PRJEB48275,SAMEA10030616,S,S,S,,S,,S,S,
ERR7911525,PRJEB48275,SAMEA10030617,S,S,S,,S,,S,S,
ERR7911755,PRJEB48275,SAMEA10030618,S,S,S,,S,,S,S,
ERR7911469,PRJEB48275,SAMEA10030619,S,S,S,,S,,S,S,
ERR7911681,PRJEB48275,SAMEA10030620,S,S,S,,S,,S,S,
ERR7911758,PRJEB48275,SAMEA10030621,S,S,S,,S,,S,S,
ERR7911621,PRJEB48275,SAMEA10030622,S,S,S,,S,,S,S,
ERR7911467,PRJEB48275,SAMEA10030623,S,S,S,,S,,S,S,
ERR7911452,PRJEB48275,SAMEA10030624,S,S,S,,S,,S,S,
ERR7911457,PRJEB48275,SAMEA10030625,S,S,S,,S,,S,S,
ERR7911751,PRJEB48275,SAMEA10030626,S,S,S,,S,,S,S,
ERR7911454,PRJEB48275,SAMEA10030627,S,S,S,,S,,S,S,
ERR7911762,PRJEB48275,SAMEA10030628,S,S,S,,S,,S,S,
ERR7911757,PRJEB48275,SAMEA10030629,S,S,S,,S,,S,S,
ERR7911461,PRJEB48275,SAMEA10030630,S,S,S,,S,,S,S,
ERR7911690,PRJEB48275,SAMEA10030631,S,S,S,,S,,S,S,
ERR7911463,PRJEB48275,SAMEA10030632,R,S,S,,S,,S,S,
ERR7911468,PRJEB48275,SAMEA10030633,S,S,S,,S,,S,S,
ERR7911459,PRJEB48275,SAMEA10030634,S,S,S,,S,,S,S,
ERR7911764,PRJEB48275,SAMEA10030635,S,S,S,,S,,S,S,
ERR7911494,PRJEB48275,SAMEA10030636,S,S,S,,S,,S,R,
ERR7911763,PRJEB48275,SAMEA10030637,S,S,S,,S,,S,S,
ERR7911453,PRJEB48275,SAMEA10030638,S,S,S,,S,,S,S,
ERR7911760,PRJEB48275,SAMEA10030639,S,S,S,,S,,S,S,
ERR7911466,PRJEB48275,SAMEA10030640,S,S,S,,S,,S,S,
ERR7911462,PRJEB48275,SAMEA10030641,S,S,S,,S,,S,S,
ERR7911662,PRJEB48275,SAMEA10030642,S,S,S,,S,,S,R,
ERR7911455,PRJEB48275,SAMEA10030643,S,S,S,,S,,S,S,
ERR7911522,PRJEB48275,SAMEA10030644,S,S,S,,S,,S,S,
ERR7911451,PRJEB48275,SAMEA10030645,S,S,S,,S,,S,S,
ERR7911456,PRJEB48275,SAMEA10030646,S,S,S,,S,,S,S,
ERR7911458,PRJEB48275,SAMEA10030647,S,S,S,,S,,S,S,
ERR7911473,PRJEB48275,SAMEA10030648,S,S,S,,S,,S,S,
ERR7911521,PRJEB48275,SAMEA10030649,S,S,S,,S,,S,S,
